GROUP,SITE,DATE,TIME,SPECIES,COUNT,ANTLERED,YOUNG,DATE.TIME
4,PM19,1/3/2018,11:12,deer,2,0,1,1/3/2018 23:12
4,PM19,1/3/2018,11:13,deer,2,0,1,1/3/2018 23:13
4,PM19,1/3/2018,11:15,deer,1,0,1,1/3/2018 23:15
4,PM19,1/8/2018,8:45,deer,1,1,0,1/8/2018 20:45
4,PM19,1/8/2018,8:53,deer,1,1,0,1/8/2018 20:53
4,PM19,1/8/2018,10:31,deer,1,0,0,1/8/2018 22:31
4,PM19,1/9/2018,3:10,deer,1,0,0,1/9/2018 3:10
4,PM19,1/9/2018,3:12,deer,1,0,0,1/9/2018 3:12
4,PM19,1/9/2018,3:13,deer,2,0,1,1/9/2018 3:13
4,PM19,1/9/2018,3:15,deer,2,0,1,1/9/2018 3:15
4,PM19,1/9/2018,3:16,deer,2,0,1,1/9/2018 3:16
4,PM19,1/12/2018,6:35,deer,1,0,0,1/12/2018 6:35
4,PM19,1/15/2018,8:27,deer,1,1,0,1/15/2018 20:27
4,PM19,1/19/2018,1:29,deer,1,0,0,1/19/2018 1:29
4,PM19,1/19/2018,1:52,deer,1,1,0,1/19/2018 1:52
4,PM19,1/19/2018,1:53,deer,1,0,0,1/19/2018 1:53
4,PM19,1/19/2018,1:54,deer,1,0,0,1/19/2018 1:54
4,PM19,1/19/2018,1:55,deer,1,0,0,1/19/2018 1:55
4,PM19,1/19/2018,1:59,deer,1,1,0,1/19/2018 1:59
4,PM19,1/19/2018,4:06,deer,1,1,0,1/19/2018 4:06
4,PM19,1/19/2018,6:39,deer,1,0,0,1/19/2018 6:39
4,PM19,1/19/2018,11:37,deer,1,0,1,1/19/2018 23:37
4,PM19,1/19/2018,11:38,deer,1,0,0,1/19/2018 23:38
4,PM19,1/19/2018,11:39,deer,1,0,0,1/19/2018 23:39
4,PM19,1/20/2018,10:44,deer,2,0,0,1/20/2018 22:44
4,PM19,1/20/2018,10:45,deer,3,0,0,1/20/2018 22:45
4,PM19,1/20/2018,10:46,deer,2,0,0,1/20/2018 22:46
4,PM19,1/20/2018,10:47,deer,1,0,0,1/20/2018 22:47
4,PM19,1/21/2018,2:05,deer,1,0,0,1/21/2018 2:05
4,PM19,1/21/2018,3:27,deer,2,0,1,1/21/2018 3:27
4,PM19,1/21/2018,3:29,deer,2,0,1,1/21/2018 3:29
4,PM19,1/21/2018,3:31,deer,1,0,1,1/21/2018 3:31
4,PM19,1/21/2018,4:21,deer,1,0,0,1/21/2018 4:21
4,PM19,1/22/2018,1:00,deer,1,1,0,1/22/2018 1:00
4,PM19,1/22/2018,6:09,deer,1,0,0,1/22/2018 6:09
4,PM19,1/22/2018,6:10,deer,1,0,1,1/22/2018 6:10
4,PM19,1/22/2018,6:12,deer,1,0,0,1/22/2018 6:12
4,PM19,1/22/2018,6:14,deer,1,0,1,1/22/2018 6:14
4,PM19,1/22/2018,6:16,deer,1,0,1,1/22/2018 6:16
4,PM19,1/22/2018,6:17,deer,1,0,1,1/22/2018 6:17
4,PM19,1/22/2018,6:21,deer,1,0,0,1/22/2018 6:21
4,PM19,1/22/2018,6:22,deer,1,0,0,1/22/2018 6:22
4,PM19,1/23/2018,9:33,deer,1,0,0,1/23/2018 21:33
4,PM19,1/23/2018,9:46,deer,1,1,0,1/23/2018 21:46
4,PM19,1/23/2018,9:47,deer,2,1,0,1/23/2018 21:47
4,PM19,1/23/2018,9:48,deer,2,1,0,1/23/2018 21:48
4,PM19,1/23/2018,9:49,deer,2,0,0,1/23/2018 21:49
4,PM19,1/23/2018,9:54,deer,1,0,1,1/23/2018 21:54
4,PM19,1/23/2018,9:59,deer,1,0,1,1/23/2018 21:59
4,PM19,1/23/2018,10:01,deer,1,0,1,1/23/2018 22:01
4,PM19,1/23/2018,10:02,deer,1,0,1,1/23/2018 22:02
4,PM19,1/23/2018,10:03,deer,1,0,1,1/23/2018 22:03
4,PM19,1/23/2018,10:54,deer,1,0,1,1/23/2018 22:54
4,PM19,1/23/2018,10:55,deer,1,0,1,1/23/2018 22:55
4,PM19,1/25/2018,7:02,deer,2,1,0,1/25/2018 7:02
4,PM19,1/26/2018,2:05,deer,1,0,0,1/26/2018 2:05
4,PM19,1/26/2018,2:14,deer,1,0,0,1/26/2018 2:14
4,PM19,1/26/2018,2:21,deer,1,0,0,1/26/2018 2:21
4,PM19,1/27/2018,1:29,deer,1,0,1,1/27/2018 1:29
4,PM19,1/27/2018,9:50,deer,1,0,0,1/27/2018 21:50
4,PM19,1/27/2018,9:51,deer,1,0,0,1/27/2018 21:51
4,PM19,1/29/2018,6:19,deer,1,0,0,1/29/2018 18:19
4,PM19,1/29/2018,6:27,deer,1,0,0,1/29/2018 18:27
4,PM19,1/29/2018,6:28,deer,1,0,0,1/29/2018 18:28
4,PM19,1/29/2018,10:55,deer,1,0,0,1/29/2018 22:55
4,PM19,1/29/2018,11:31,deer,1,0,0,1/29/2018 23:31
4,PM19,1/30/2018,1:14,deer,1,0,0,1/30/2018 1:14
4,PM19,1/30/2018,6:45,deer,1,0,0,1/30/2018 18:45
4,PM19,1/30/2018,6:48,deer,2,0,1,1/30/2018 18:48
4,PM19,1/30/2018,6:51,deer,1,0,0,1/30/2018 18:51
4,PM19,1/30/2018,6:52,deer,1,0,0,1/30/2018 18:52
4,PM19,1/30/2018,6:57,deer,2,0,1,1/30/2018 18:57
4,PM19,1/30/2018,7:06,deer,1,0,0,1/30/2018 19:06
4,PM19,1/30/2018,7:07,deer,2,1,1,1/30/2018 19:07
4,PM19,1/30/2018,7:08,deer,1,1,0,1/30/2018 19:08
4,PM19,1/30/2018,7:09,deer,1,1,0,1/30/2018 19:09
4,PM19,1/30/2018,7:10,deer,1,1,0,1/30/2018 19:10
4,PM19,1/30/2018,7:11,deer,1,1,0,1/30/2018 19:11
4,PM19,1/30/2018,7:13,deer,1,0,0,1/30/2018 19:13
4,PM19,1/30/2018,7:15,deer,1,1,0,1/30/2018 19:15
4,PM19,1/30/2018,7:16,deer,1,1,0,1/30/2018 19:16
4,PM19,1/30/2018,7:18,deer,1,1,0,1/30/2018 19:18
4,PM19,1/30/2018,7:19,deer,1,1,0,1/30/2018 19:19
4,PM19,1/30/2018,7:20,deer,1,1,0,1/30/2018 19:20
4,PM19,1/30/2018,7:59,deer,1,0,0,1/30/2018 19:59
4,PM19,1/30/2018,10:38,deer,1,0,0,1/30/2018 22:38
4,PM19,1/30/2018,10:44,deer,1,0,0,1/30/2018 22:44
4,PM19,1/30/2018,11:18,deer,2,0,0,1/30/2018 23:18
4,PM19,1/30/2018,11:19,deer,1,0,0,1/30/2018 23:19
4,PM19,1/30/2018,11:22,deer,1,0,0,1/30/2018 23:22
4,PM19,1/31/2018,12:46,deer,1,1,0,1/31/2018 0:46
4,PM19,2/1/2018,3:35,deer,1,1,0,2/1/2018 3:35
4,PM19,2/1/2018,5:34,deer,1,1,0,2/1/2018 5:34
4,PM19,2/2/2018,8:04,deer,1,0,0,2/2/2018 20:04
4,PM19,2/2/2018,8:05,deer,1,0,0,2/2/2018 20:05
4,PM19,2/2/2018,11:14,deer,1,0,0,2/2/2018 23:14
4,PM19,2/2/2018,11:17,deer,1,1,0,2/2/2018 23:17
4,PM19,2/2/2018,11:29,deer,1,1,0,2/2/2018 23:29
4,PM19,2/2/2018,11:39,deer,1,1,0,2/2/2018 23:39
4,PM19,2/2/2018,11:41,deer,1,1,0,2/2/2018 23:41
4,PM19,2/2/2018,11:42,deer,3,2,0,2/2/2018 23:42
4,PM19,2/2/2018,11:43,deer,2,2,0,2/2/2018 23:43
4,PM19,2/2/2018,11:44,deer,2,2,0,2/2/2018 23:44
4,PM19,2/2/2018,11:45,deer,1,0,1,2/2/2018 23:45
4,PM19,2/2/2018,11:49,deer,1,1,0,2/2/2018 23:49
4,PM19,2/2/2018,11:51,deer,2,1,0,2/2/2018 23:51
4,PM19,2/2/2018,11:52,deer,2,1,0,2/2/2018 23:52
4,PM19,2/2/2018,11:53,deer,2,0,0,2/2/2018 23:53
4,PM19,2/2/2018,11:55,deer,1,1,0,2/2/2018 23:55
4,PM19,2/2/2018,11:56,deer,1,1,0,2/2/2018 23:56
4,PM19,2/3/2018,12:05,deer,1,1,0,2/3/2018 0:05
4,PM19,2/3/2018,12:06,deer,1,1,0,2/3/2018 0:06
4,PM19,2/3/2018,12:21,deer,1,0,0,2/3/2018 0:21
4,PM19,2/3/2018,12:22,deer,2,1,0,2/3/2018 0:22
4,PM19,2/3/2018,2:50,deer,1,0,1,2/3/2018 2:50
4,PM19,2/3/2018,2:51,deer,1,0,1,2/3/2018 2:51
4,PM19,2/3/2018,4:38,deer,1,0,0,2/3/2018 4:38
4,PM19,2/3/2018,4:54,deer,1,1,0,2/3/2018 4:54
4,PM19,2/5/2018,1:21,deer,1,1,0,2/5/2018 1:21
4,PM19,2/5/2018,1:28,deer,2,0,0,2/5/2018 1:28
4,PM19,2/5/2018,10:02,deer,1,0,0,2/5/2018 22:02
4,PM19,2/5/2018,11:27,deer,2,0,0,2/5/2018 23:27
4,PM19,2/5/2018,11:29,deer,1,0,0,2/5/2018 23:29
4,PM19,2/6/2018,12:08,deer,1,1,0,2/6/2018 0:08
4,PM19,2/6/2018,2:08,deer,1,0,0,2/6/2018 2:08
4,PM19,2/6/2018,2:40,deer,1,0,0,2/6/2018 2:40
4,PM19,2/6/2018,2:46,deer,1,0,0,2/6/2018 2:46
4,PM19,2/6/2018,2:48,deer,1,0,0,2/6/2018 2:48
4,PM19,2/6/2018,2:51,deer,1,0,0,2/6/2018 2:51
4,PM19,2/6/2018,4:43,deer,1,0,0,2/6/2018 4:43
4,PM19,2/6/2018,6:18,deer,1,0,0,2/6/2018 18:18
4,PM19,2/8/2018,4:50,deer,1,1,0,2/8/2018 4:50
4,PM19,2/19/2018,6:08,deer,1,0,0,2/19/2018 18:08
4,PM19,2/19/2018,6:47,deer,1,1,0,2/19/2018 6:47
4,PM19,2/24/2018,5:33,deer,1,0,0,2/24/2018 5:33
4,PM19,2/26/2018,3:37,deer,1,0,0,2/26/2018 3:37
4,PM19,2/26/2018,5:48,deer,2,0,0,2/26/2018 5:48
4,PM19,2/27/2018,3:39,deer,1,0,0,2/27/2018 3:39
4,PM19,2/27/2018,3:48,deer,1,0,0,2/27/2018 3:48
4,PM19,2/28/2018,3:53,deer,2,0,0,2/28/2018 3:53
4,PM19,3/1/2018,2:03,deer,1,0,0,3/1/2018 2:03
4,PM19,3/1/2018,2:25,deer,1,0,0,3/1/2018 2:25
4,PM19,3/4/2018,4:24,deer,1,0,0,3/4/2018 4:24
4,PM19,3/4/2018,4:33,deer,1,1,0,3/4/2018 4:33
4,PM19,3/5/2018,1:27,deer,1,0,0,3/5/2018 1:27
4,PM19,3/5/2018,6:54,deer,1,0,0,3/5/2018 6:54
4,PM19,3/6/2018,4:03,deer,1,1,0,3/6/2018 4:03
4,PM19,3/6/2018,4:04,deer,1,1,0,3/6/2018 4:04
4,PM19,3/6/2018,4:05,deer,1,0,0,3/6/2018 4:05
4,PM19,3/6/2018,4:09,deer,1,1,0,3/6/2018 4:09
4,PM19,3/6/2018,4:13,deer,1,1,0,3/6/2018 4:13
4,PM19,3/6/2018,4:14,deer,2,1,0,3/6/2018 4:14
4,PM19,3/6/2018,6:22,deer,2,0,0,3/6/2018 6:22
4,PM21,1/2/2018,5:11,deer,1,0,0,1/2/2018 17:11
4,PM21,1/2/2018,5:22,deer,1,1,0,1/2/2018 17:22
4,PM21,1/2/2018,5:24,deer,1,1,0,1/2/2018 17:24
4,PM21,1/2/2018,8:33,deer,2,0,0,1/2/2018 20:33
4,PM21,1/3/2018,7:29,deer,1,0,0,1/3/2018 19:29
4,PM21,1/4/2018,7:20,deer,1,0,0,1/4/2018 7:20
4,PM21,1/4/2018,5:04,deer,1,0,0,1/4/2018 17:04
4,PM21,1/5/2018,8:11,deer,2,0,0,1/5/2018 20:11
4,PM21,1/6/2018,4:12,deer,1,0,0,1/6/2018 16:12
4,PM21,1/6/2018,4:16,deer,3,0,0,1/6/2018 16:16
4,PM21,1/6/2018,4:18,deer,2,0,0,1/6/2018 16:18
4,PM21,1/7/2018,5:14,deer,1,0,1,1/7/2018 17:14
4,PM21,1/10/2018,5:46,deer,1,0,0,1/10/2018 17:46
4,PM21,1/10/2018,5:48,deer,1,0,0,1/10/2018 17:48
4,PM21,1/11/2018,12:50,deer,1,1,0,1/11/2018 0:50
4,PM21,1/11/2018,5:12,deer,1,0,0,1/11/2018 17:12
4,PM21,1/13/2018,5:49,deer,1,0,0,1/13/2018 17:49
4,PM21,1/13/2018,5:52,deer,1,0,0,1/13/2018 17:52
4,PM21,1/15/2018,1:07,deer,1,0,0,1/15/2018 1:07
4,PM21,1/17/2018,6:30,deer,1,0,0,1/17/2018 6:30
4,PM21,1/17/2018,5:51,deer,1,0,0,1/17/2018 17:51
4,PM21,1/18/2018,1:06,deer,1,0,1,1/18/2018 13:06
4,PM21,1/18/2018,10:35,deer,1,0,0,1/18/2018 22:35
4,PM21,1/24/2018,6:01,deer,2,0,0,1/24/2018 18:01
4,PM21,1/24/2018,6:03,deer,1,0,0,1/24/2018 18:03
4,PM21,1/26/2018,6:11,deer,1,0,0,1/26/2018 18:11
4,PM21,1/29/2018,1:47,deer,1,0,0,1/29/2018 1:47
4,PM21,2/2/2018,5:24,deer,2,2,0,2/2/2018 17:24
4,PM21,2/2/2018,5:29,deer,2,1,0,2/2/2018 17:29
4,PM21,2/6/2018,6:14,deer,1,0,0,2/6/2018 18:14
4,PM21,2/14/2018,6:43,deer,1,0,0,2/14/2018 18:43
4,PM21,2/14/2018,11:55,deer,1,0,0,2/14/2018 23:55
4,PM21,2/18/2018,11:10,deer,1,0,0,2/18/2018 23:10
4,PM21,2/22/2018,6:59,deer,1,0,0,2/22/2018 18:59
4,PM21,2/23/2018,1:42,deer,1,0,0,2/23/2018 1:42
4,PM21,2/27/2018,7:17,deer,1,0,0,2/27/2018 7:17
4,PM21,3/3/2018,7:59,deer,1,0,0,3/3/2018 7:59
4,PM21,3/14/2018,6:24,deer,1,0,0,3/14/2018 18:24
4,PM21,3/14/2018,6:26,deer,1,0,0,3/14/2018 18:26
4,PM21,3/14/2016,6:38,deer,5,0,0,3/14/2016 18:38
4,PM21,3/17/2018,7:43,deer,1,0,0,3/17/2018 7:43
4,PM21,3/17/2018,7:54,deer,1,0,0,3/17/2018 7:54
4,PM21,3/18/2018,7:06,deer,1,0,0,3/18/2018 7:06
4,PM21,3/18/2018,1:53,deer,9,0,0,3/18/2018 13:53
4,PM21,3/18/2018,7:37,deer,1,0,0,3/18/2018 19:37
4,PM21,3/20/2018,7:20,deer,1,0,0,3/20/2018 19:20
4,PM21,3/22/2018,6:53,deer,1,0,0,3/22/2018 6:53
4,PM21,3/22/2018,6:56,deer,1,0,0,3/22/2018 6:56
3,PM15,1/1/2018,15:53:07,deer,3,0,0,1/1/2018 15:53
3,PM15,1/2/2018,14:05:46,deer,1,1,0,1/2/2018 14:05
3,PM15,1/3/2018,9:56:29,deer,1,1,0,1/3/2018 9:56
3,PM15,1/4/2018,8:01:47,deer,1,0,0,1/4/2018 8:01
3,PM15,1/4/2018,15:53:38,deer,1,0,0,1/4/2018 15:53
3,PM15,1/4/2018,15:56:14,deer,1,0,0,1/4/2018 15:56
3,PM15,1/7/2018,17:18:20,deer,1,0,0,1/7/2018 17:18
3,PM15,1/10/2018,14:15:37,deer,1,0,0,1/10/2018 14:15
3,PM15,1/17/2018,15:48:01,deer,2,0,0,1/17/2018 15:48
3,PM15,1/17/2018,15:50:42,deer,1,0,0,1/17/2018 15:50
3,PM15,1/17/2018,21:14:17,deer,1,1,0,1/17/2018 21:14
3,PM15,1/17/2018,21:16:28,deer,1,0,0,1/17/2018 21:16
3,PM15,1/18/2018,15:01:51,deer,1,1,0,1/18/2018 15:01
3,PM15,1/24/2018,17:30:31,deer,1,0,0,1/24/2018 17:30
3,PM15,1/24/2018,17:32:31,deer,1,0,0,1/24/2018 17:32
3,PM15,1/24/2018,17:35:23,deer,1,0,0,1/24/2018 17:35
3,PM15,1/24/2018,17:37:53,deer,1,0,0,1/24/2018 17:37
3,PM15,1/29/2018,17:50:26,deer,1,0,0,1/29/2018 17:50
3,PM15,1/30/2018,16:31:56,deer,1,0,0,1/30/2018 16:31
3,PM15,2/5/2018,16:15:11,deer,1,0,0,2/5/2018 16:15
3,PM15,2/5/2018,17:15:55,deer,1,0,0,2/5/2018 17:15
3,PM15,2/5/2018,17:29:53,deer,1,1,0,2/5/2018 17:29
3,PM15,2/10/2018,7:51:24,deer,1,0,0,2/10/2018 7:51
3,PM15,2/17/2018,0:44:55,deer,1,0,0,2/17/2018 0:44
3,PM15,2/17/2018,15:06:08,deer,1,0,0,2/17/2018 15:06
3,PM15,2/18/2018,8:44:41,deer,3,0,0,2/18/2018 8:44
3,PM15,2/18/2018,9:01:43,deer,1,0,0,2/18/2018 9:01
3,PM15,2/24/2018,18:32:06,deer,1,1,0,2/24/2018 18:32
3,PM15,2/26/2018,18:06:32,deer,1,0,0,2/26/2018 18:06
3,PM15,2/27/2018,6:45:39,deer,1,0,0,2/27/2018 6:45
3,PM15,2/27/2018,7:29:05,deer,1,0,0,2/27/2018 7:29
3,PM15,3/4/2018,19:57:25,deer,1,0,0,3/4/2018 19:57
3,PM15,3/5/2018,16:58:51,deer,1,0,0,3/5/2018 16:58
3,PM15,3/5/2018,17:01:29,deer,1,0,0,3/5/2018 17:01
3,PM15,3/5/2018,17:04:31,deer,1,0,0,3/5/2018 17:04
3,PM15,3/7/2018,16:32:56,deer,1,0,0,3/7/2018 16:32
3,PM15,3/7/2018,17:30:25,deer,2,0,0,3/7/2018 17:30
3,PM15,3/11/2018,15:31:12,deer,1,0,0,3/11/2018 15:31
3,PM15,3/12/2018,9:44:15,deer,1,0,0,3/12/2018 9:44
3,PM15,3/12/2018,15:07:22,deer,1,0,0,3/12/2018 15:07
3,PM15,3/12/2018,15:09:22,deer,2,0,0,3/12/2018 15:09
3,PM15,3/12/2018,17:26:51,deer,3,0,0,3/12/2018 17:26
3,PM15,3/12/2018,17:35:57,deer,1,0,0,3/12/2018 17:35
3,PM15,3/12/2018,19:09:13,deer,1,0,0,3/12/2018 19:09
3,PM15,3/12/2018,19:12:13,deer,1,0,0,3/12/2018 19:12
3,PM15,3/13/2018,18:09:22,deer,1,0,0,3/13/2018 18:09
3,PM15,3/18/2018,8:09:01,deer,1,0,0,3/18/2018 8:09
3,PM15,3/21/2018,10:58:40,deer,1,0,0,3/21/2018 10:58
3,PM15,3/21/2018,11:15:20,deer,1,0,0,3/21/2018 11:15
3,PM15,3/21/2018,14:10:46,deer,1,1,0,3/21/2018 14:10
3,PM15,3/23/2018,16:11:21,deer,1,0,0,3/23/2018 16:11
3,PM15,3/25/2018,17:06:27,deer,1,0,0,3/25/2018 17:06
3,PM15,3/29/2018,17:03:55,deer,1,0,0,3/29/2018 17:03
3,PM16,1/3/2018,14:55:31,deer,1,1,0,1/3/2018 14:55
3,PM16,1/3/2018,14:58:54,deer,1,1,0,1/3/2018 14:58
3,PM16,1/4/2018,0:11:45,deer,1,1,0,1/4/2018 0:11
3,PM16,1/6/2018,13:15:37,deer,1,0,0,1/6/2018 13:15
3,PM16,1/6/2018,17:21:57,deer,1,0,0,1/6/2018 17:21
3,PM16,1/7/2018,8:17:39,deer,2,0,0,1/7/2018 8:17
3,PM16,1/7/2018,8:57:21,deer,2,0,0,1/7/2018 8:57
3,PM16,1/7/2018,14:19:11,deer,1,0,0,1/7/2018 14:19
3,PM16,1/7/2018,16:47:41,deer,1,0,0,1/7/2018 16:47
3,PM16,1/9/2018,9:43:57,deer,1,0,0,1/9/2018 9:43
3,PM16,1/9/2018,16:00:51,deer,1,0,0,1/9/2018 16:00
3,PM16,1/14/2018,15:57:09,deer,1,0,0,1/14/2018 15:57
3,PM16,1/16/2018,12:07:51,deer,1,0,0,1/16/2018 12:07
3,PM16,1/16/2018,14:49:05,deer,1,0,0,1/16/2018 14:49
3,PM16,1/16/2018,15:09:11,deer,1,0,0,1/16/2018 15:09
3,PM16,1/16/2018,15:29:02,deer,2,1,0,1/16/2018 15:29
3,PM16,1/18/2018,15:57:10,deer,1,1,0,1/18/2018 15:57
3,PM16,1/21/2018,16:51:41,deer,1,1,0,1/21/2018 16:51
3,PM16,1/21/2018,17:33:02,deer,1,0,0,1/21/2018 17:33
3,PM16,1/25/2018,8:58:44,deer,1,0,0,1/25/2018 8:58
3,PM16,1/26/2018,1:17:29,deer,1,0,0,1/26/2018 1:17
3,PM16,1/26/2018,1:19:29,deer,2,0,0,1/26/2018 1:19
3,PM16,1/26/2018,1:21:29,deer,3,0,0,1/26/2018 1:21
3,PM16,1/26/2018,1:23:30,deer,1,0,0,1/26/2018 1:23
3,PM16,1/26/2018,8:41:15,deer,1,0,0,1/26/2018 8:41
3,PM16,1/26/2018,16:08:00,deer,1,0,0,1/26/2018 16:08
3,PM16,1/26/2018,16:18:22,deer,1,0,0,1/26/2018 16:18
3,PM16,1/29/2018,7:26:35,deer,1,0,0,1/29/2018 7:26
3,PM16,1/31/2018,17:21:56,deer,1,1,0,1/31/2018 17:21
3,PM16,2/6/2018,9:15:13,deer,1,0,0,2/6/2018 9:15
3,PM16,2/6/2018,9:18:33,deer,1,0,0,2/6/2018 9:18
3,PM16,2/7/2018,17:05:21,deer,1,0,0,2/7/2018 17:05
3,PM16,2/8/2018,23:18:51,deer,1,0,0,2/8/2018 23:18
3,PM16,2/9/2018,7:54:35,deer,1,0,0,2/9/2018 7:54
3,PM16,2/14/2018,17:21:37,deer,2,0,0,2/14/2018 17:21
3,PM16,2/14/2018,17:24:36,deer,2,0,0,2/14/2018 17:24
3,PM16,2/19/2018,9:09:27,deer,1,0,0,2/19/2018 9:09
3,PM16,2/19/2018,18:43:51,deer,2,0,0,2/19/2018 18:43
3,PM16,2/19/2018,18:46:22,deer,1,0,0,2/19/2018 18:46
3,PM16,2/19/2018,20:15:42,deer,1,0,0,2/19/2018 20:15
3,PM16,2/19/2018,20:18:06,deer,1,0,0,2/19/2018 20:18
3,PM16,2/21/2018,17:47:10,deer,1,0,0,2/21/2018 17:47
3,PM16,2/22/2018,18:14:25,deer,1,1,0,2/22/2018 18:14
3,PM16,2/22/2018,18:57:18,deer,1,0,0,2/22/2018 18:57
3,PM16,2/22/2018,22:23:45,deer,2,0,0,2/22/2018 22:23
3,PM16,2/23/2018,18:28:29,deer,1,0,0,2/23/2018 18:28
3,PM16,2/23/2018,18:30:43,deer,1,0,0,2/23/2018 18:30
3,PM16,2/23/2018,18:34:07,deer,1,0,0,2/23/2018 18:34
3,PM16,2/25/2018,7:21:46,deer,1,0,0,2/25/2018 7:21
3,PM16,2/26/2018,17:31:44,deer,1,0,0,2/26/2018 17:31
3,PM16,2/27/2018,17:32:58,deer,1,0,0,2/27/2018 17:32
3,PM16,2/28/2018,7:52:36,deer,2,0,0,2/28/2018 7:52
3,PM16,3/5/2018,15:53:42,deer,1,0,0,3/5/2018 15:53
3,PM16,3/5/2018,15:55:49,deer,2,0,0,3/5/2018 15:55
3,PM16,3/6/2018,9:56:08,deer,1,0,0,3/6/2018 9:56
3,PM16,3/8/2018,8:17:46,deer,1,0,0,3/8/2018 8:17
3,PM16,3/9/2018,8:24:29,deer,2,0,0,3/9/2018 8:24
3,PM16,3/9/2018,16:43:11,deer,2,0,0,3/9/2018 16:43
3,PM16,3/10/2018,16:47:47,deer,1,0,0,3/10/2018 16:47
3,PM16,3/10/2018,16:50:34,deer,1,0,0,3/10/2018 16:50
3,PM16,3/10/2018,16:55:15,deer,1,0,0,3/10/2018 16:55
3,PM16,3/10/2018,16:59:17,deer,1,0,0,3/10/2018 16:59
3,PM16,3/12/2018,18:41:55,deer,2,0,0,3/12/2018 18:41
3,PM16,3/15/2018,17:13:07,deer,1,0,0,3/15/2018 17:13
3,PM16,3/15/2018,17:19:39,deer,1,0,0,3/15/2018 17:19
3,PM16,3/15/2018,17:25:47,deer,1,0,0,3/15/2018 17:25
3,PM16,3/17/2018,9:17:05,deer,1,0,0,3/17/2018 9:17
3,PM16,3/17/2018,17:31:18,deer,1,0,0,3/17/2018 17:31
3,PM16,3/17/2018,17:40:41,deer,2,0,0,3/17/2018 17:40
3,PM16,3/19/2018,8:45:05,deer,3,0,0,3/19/2018 8:45
3,PM16,3/19/2018,9:12:16,deer,1,0,0,3/19/2018 9:12
3,PM16,3/19/2018,9:55:23,deer,1,0,0,3/19/2018 9:55
3,PM16,3/19/2018,9:57:59,deer,1,0,0,3/19/2018 9:57
3,PM16,3/19/2018,17:55:37,deer,1,0,0,3/19/2018 17:55
3,PM16,3/19/2018,17:59:31,deer,1,0,0,3/19/2018 17:59
3,PM16,3/19/2018,18:19:37,deer,1,0,0,3/19/2018 18:19
3,PM16,3/23/2018,9:09:52,deer,1,0,0,3/23/2018 9:09
